news_id,title,date,url
46605,Герценовцы в составе баскетбольной команды Петербурга стали бронзовыми призерами Единой молодежной лиги ВТБ,14 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46605
46600,Межвузовский бал Академистов объединил студентов лучших университетов России,14 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46600
46491,Поздравление ректора Сергея Тарасова с днем рождения РГПУ им. А. И. Герцена,13 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46491
46570,Победителей спартакиады наградили на спортивном празднике в день рождения Герценовского университета,13 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46570
46569,Факультет географии подготовил победителей Всероссийской олимпиады школьников,13 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46569
46579,Вокальный ансамбль иностранных студентов РГПУ им. А. И. Герцена выступил на гала-концерте «Добровидения» в Кремле,13 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46579
46573,Студенты института философии человека стали победителями всероссийского конкурса научных исследований,13 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46573
46566,«Зову в свою профессию»: Елена Гутник — с верностью родной школе и мечте,13 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46566
46470,Герценовский университет отметит свое 228-летие,12 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46470
46546,В Герценовском университете обсудили вопросы педагогической подготовки будущего учителя,12 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46546
